Local A,Local B,Meio de transporte,Distância,Informação extra,Ponto cardeal,Ordem A,Ordem B
A-5 - Saída 79,A-5 - Saída 83,Carro,3.7,A-5,SO,1,2
A-5 - Saída 79,Cruzamento da A-40 com a A-5,Carro,3.6,A-5,NE,2,1
A-5 - Saída 83,A-5 - Saída 85,Carro,2.4,A-5,SO,1,2
A-5 - Saída 85,A-5 - Saída 86,Carro,1.7,A-5,O,1,2
A-5 - Saída 86,A-5 - Saída 88,Carro,1.4,A-5,O,1,2
A-5 - Saída 88,A-5 - Saída 90,Carro,2.4,A-5,SO,1,2
A-5 - Saída 90,A-5 - Saída 91,Carro,0.9,A-5,O,1,2
A-5 - Saída 91,A-5 - Saída 92,Carro,1.2,A-5,O,1,2
A-5 - Saída 92,A-5 - Saída 96,Carro,4.0,A-5,O,1,2
A-5 - Saída 96,A-5 - Saída 101,Carro,4.8,A-5,SO,1,2
A-5 - Saída 101,A-5 - Saída 106,Carro,5.2,A-5,SO,1,2
A-5 - Saída 106,A-5 - Saída 111,Carro,6.2,A-5,NO,1,2
A-5 - Saída 111,A-5 - Saída 115,Carro,4.3,A-5,SO,1,2
A-5 - Saída 115,A-5 - Saída 118,Carro,3.5,A-5,SO,1,2
A-5 - Saída 118,A-5 - Saída 123,Carro,5.7,A-5,SO,1,2
A-5 - Saída 123,A-5 - Saída 124,Carro,1.2,A-5,SO,1,2
A-5 - Saída 124,A-5 - Saída 126,Carro,1.9,A-5,SO,1,2
A-5 - Saída 126,A-5 - Saída 128,Carro,1.7,A-5,SO,1,2
A-5 - Saída 128,A-5 - Saída 130,Carro,2.5,A-5,SO,1,2
A-5 - Saída 130,A-5 - Saída 135,Carro,5.3,A-5,SO,1,2
A-5 - Saída 135,A-5 - Saída 142,Carro,6.9,A-5,O,1,2
A-5 - Saída 142,A-5 - Saída 145,Carro,2.2,A-5,NO,1,2
A-5 - Saída 145,A-5 - Saída 146,Carro,1.9,A-5,O,1,2
A-5 - Saída 146,A-5 - Saída 148,Carro,1.8,A-5,SO,1,2
A-5 - Saída 148,A-5 - Saída 152,Carro,3.7,A-5,SO,1,2
A-5 - Saída 152,A-5 - Saída 154,Carro,2.8,A-5,SO,1,2
A-5 - Saída 154,A-5 - Saída 157,Carro,2.8,A-5,O,1,2
A-5 - Saída 157,A-5 - Saída 163,Carro,6.0,A-5,O,1,2
A-5 - Saída 163,A-5 - Saída 171,Carro,7.2,A-5,O,1,2
A-5 - Saída 171,A-5 - Saída 174,Carro,3.2,A-5,O,1,2
A-5 - Saída 174,A-5 - Saída 178,Carro,3.9,A-5,O,1,2
A-5 - Saída 178,A-5 - Saída 182,Carro,3.7,A-5,SO,1,2
A-5 - Saída 182,A-5 - Saída 184,Carro,1.9,A-5,O,1,2
A-5 - Saída 184,Cruzamento da A-5 com a EX-A1,Carro,1.2,A-5,O,1,2
A-5 - Saída 186,A-5 - Saída 190,Carro,3.2,A-5,SO,1,2
A-5 - Saída 186,Cruzamento da A-5 com a EX-A1,Carro,1.1,A-5,NE,2,1
A-5 - Saída 190,A-5 - Saída 192,Carro,2.1,A-5,SO,1,2
A-5 - Saída 192,A-5 - Saída 193,Carro,1.6,A-5,SO,1,2
A-5 - Saída 193,A-5 - Saída 197,Carro,2.4,A-5,SO,1,2
A-5 - Saída 197,A-5 - Saída 200,Carro,3.4,A-5,SO,1,2
A-5 - Saída 200,A-5 - Saída 207,Carro,4.8,A-5,SO,1,2
A-5 - Saída 207,A-5 - Saída 210,Carro,4.3,A-5,SE,1,2
A-5 - Saída 210,A-5 - Saída 219,Carro,7.4,A-5,S,1,2
A-5 - Saída 219,A-5 - Saída 227,Carro,7.5,A-5,SO,1,2
A-5 - Saída 227,A-5 - Saída 232,Carro,4.2,A-5,SO,1,2
A-5 - Saída 232,A-5 - Saída 240,Carro,7.5,A-5,S,1,2
A-5 - Saída 240,Cruzamento da A-5 com a A-58,Carro,7.9,A-5,S,1,2
A-5 - Saída 250,A-5 - Saída 253,Carro,3.1,A-5,SO,1,2
A-5 - Saída 250,Cruzamento da A-5 com a A-58,Carro,1.7,A-5,NE,2,1
A-5 - Saída 253,A-5 - Saída 259,Carro,5.7,A-5,SO,1,2
A-5 - Saída 259,A-5 - Saída 268,Carro,9.0,A-5,SE,1,2
A-5 - Saída 268,A-5 - Saída 269,Carro,1.5,A-5,S,1,2
A-5 - Saída 269,A-5 - Saída 272,Carro,2.0,A-5,S,1,2
A-5 - Saída 272,A-5 - Saída 275,Carro,3.8,A-5,S,1,2
A-5 - Saída 275,A-5 - Saída 277,Carro,2.0,A-5,SO,1,2
A-5 - Saída 277,A-5 - Saída 281,Carro,4.0,A-5,SO,1,2
A-5 - Saída 281,A-5 - Saída 287,Carro,6.4,A-5,S,1,2
A-5 - Saída 287,Cruzamento da A-5 com a EX-A2,Carro,7.0,A-5,SO,1,2
A-5 - Saída 298,A-5 - Saída 300,Carro,2.6,A-5,SO,1,2
A-5 - Saída 298,Cruzamento da A-5 com a EX-A2,Carro,2.7,A-5,NE,2,1
A-5 - Saída 300,A-5 - Saída 304,Carro,4.0,A-5,SO,1,2
A-5 - Saída 304,A-5 - Saída 310,Carro,5.8,A-5,SO,1,2
A-5 - Saída 310,A-5 - Saída 316,Carro,5.5,A-5,SO,1,2
A-5 - Saída 316,A-5 - Saída 318,Carro,2.0,A-5,O,1,2
A-5 - Saída 318,A-5 - Saída 325,Carro,7.7,A-5,SO,1,2
A-5 - Saída 325,A-5 - Saída 331,Carro,5.4,A-5,O,1,2
A-5 - Saída 331,A-5 - Saída 333,Carro,3.3,A-5,SO,1,2
A-5 - Saída 333,Cruzamento da A-5 com a A-66 Norte,Carro,5.4,A-5,O,1,2
A-5 - Saída 341,A-5 - Saída 342,Carro,1.9,A-5,SO,1,2
A-5 - Saída 341,Cruzamento da A-5 com a A-66 Norte,Carro,2.1,A-5,NE,2,1
A-5 - Saída 342,Cruzamento da A-5 com a A-66 Sul,Carro,1.4,A-5,SO,1,2
A-5 - Saída 346,A-5 - Saída 352,Carro,6.9,A-5,SO,1,2
A-5 - Saída 346,Cruzamento da A-5 com a A-66 Sul,Carro,1.1,A-5,NE,2,1
A-5 - Saída 352,A-5 - Saída 354,Carro,1.6,A-5,SO,1,2
A-5 - Saída 354,A-5 - Saída 360,Carro,6.3,A-5,SO,1,2
A-5 - Saída 360,A-5 - Saída 365,Carro,5.5,A-5,O,1,2
A-5 - Saída 365,A-5 - Saída 367,Carro,1.8,A-5,SO,1,2
A-5 - Saída 367,A-5 - Saída 372,Carro,5.6,A-5,O,1,2
A-5 - Saída 372,A-5 - Saída 374,Carro,1.0,A-5,NO,1,2
A-5 - Saída 374,A-5 - Saída 376,Carro,2.0,A-5,O,1,2
A-5 - Saída 376,A-5 - Saída 380,Carro,4.2,A-5,NO,1,2
A-5 - Saída 380,A-5 - Saída 382,Carro,1.5,A-5,O,1,2
A-5 - Saída 380,Talavera la Real,Carro,1.8,N-5,NO,3,4
A-5 - Saída 382,A-5 - Saída 395,Carro,13.1,A-5,NO,1,2
A-5 - Saída 382,Talavera la Real,Carro,2.0,,N,3,3
A-5 - Saída 395,A-5 - Saída 400,Carro,5.7,A-5,NO,1,2
A-5 - Saída 395,Urbanização Mirador de Cerro Gordo,Carro,1.4,N-5,E,3,1
A-5 - Saída 400,A-5 - Saída 403,Carro,3.0,A-5,SO,1,2
A-5 - Saída 403,A-5 - Saída 407,Carro,3.8,A-5,SO,1,2
A-5 - Saída 407,A6 - Saída 13,Carro,2.4,A6,O,1,2
A-66 - Saída 613,Cruzamento da A-5 com a A-66 Norte,Carro,4.0,A-66,S,1,3
A-66 - Saída 626,A-66 - Saída 627,Carro,1.0,A-66,S,1,2
A-66 - Saída 626,Cruzamento da A-5 com a A-66 Sul,Carro,1.2,A-66,NO,2,3
A-66 - Saída 627,A-66 - Saída 630,Carro,3.4,A-66,S,1,2
A-66 - Saída 630,A-66 - Saída 636,Carro,5.5,A-66,S,1,2
A-66 - Saída 636,A-66 - Saída 641,Carro,5.0,A-66,S,1,2
A-66 - Saída 641,A-66 - Saída 648,Carro,7.1,A-66,S,1,2
A-66 - Saída 648,A-66 - Saída 650,Carro,2.5,A-66,SE,1,2
A-66 - Saída 650,A-66 - Saída 652,Carro,1.4,A-66,SE,1,2
A-66 - Saída 652,A-66 - Saída 654,Carro,1.9,A-66,S,1,2
A-66 - Saída 654,A-66 - Saída 657,Carro,3.9,A-66,SE,1,2
A-66 - Saída 657,A-66 - Saída 659,Carro,1.8,A-66,S,1,2
A-66 - Saída 659,A-66 - Saída 662,Carro,2.4,A-66,S,1,2
A-66 - Saída 662,A-66 - Saída 666,Carro,4.6,A-66,S,1,2
A-66 - Saída 666,A-66 - Saída 670,Carro,3.8,A-66,SE,1,2
A-66 - Saída 670,A-66 - Saída 675,Carro,5.4,A-66,S,1,2
A-66 - Saída 675,A-66 - Saída 677,Carro,1.3,A-66,SE,1,2
A-66 - Saída 677,A-66 - Saída 682,Carro,5.1,A-66,S,1,2
A-66 - Saída 682,A-66 - Saída 684,Carro,2.5,A-66,S,1,2
A-66 - Saída 684,A-66 - Saída 687,Carro,2.7,A-66,SE,1,2
A-66 - Saída 687,A-66 - Saída 694,Carro,7.2,A-66,SE,1,2
A-66 - Saída 694,A-66 - Saída 700,Carro,5.8,A-66,S,1,2
A-66 - Saída 700,A-66 - Saída 704,Carro,3.7,A-66,S,1,2
A-66 - Saída 704,A-66 - Saída 715,Carro,11.0,A-66,S,1,2
A-66 - Saída 715,A-66 - Saída 719,Carro,3.1,A-66,S,1,2
A-66 - Saída 719,A-66 - Saída 722,Carro,2.9,A-66,SE,1,2
A-66 - Saída 722,A-66 - Saída 730,Carro,7.0,A-66,SE,1,2
A-66 - Saída 730,A-66 - Saída 741,Carro,9.2,A-66,S,1,2
A-66 - Saída 741,A-66 - Saída 745,Carro,3.3,A-66,S,1,2
A-66 - Saída 745,A-66 - Saída 747,Carro,2.1,A-66,SE,1,2
A-66 - Saída 747,A-66 - Saída 765,Carro,16.9,A-66,S,1,2
A-66 - Saída 765,A-66 - Saída 768,Carro,3.5,A-66,S,1,2
A-66 - Saída 768,A-66 - Saída 771,Carro,2.8,A-66,S,1,2
A-66 - Saída 771,A-66 - Saída 782,Carro,11.1,A-66,SE,1,2
A-66 - Saída 782,A-66 - Saída 790,Carro,7.5,A-66,SE,1,2
A-66 - Saída 790,A-66 - Saída 795,Carro,4.7,A-66,S,1,2
A-66 - Saída 795,A-66 - Saída 798,Carro,3.3,A-66,SE,1,2
A-66 - Saída 798,A-66 - Saída 805,Carro,6.9,A-66,SE,1,2
A-66 - Saída 805,A-66 - Saída 808,Carro,3.2,A-66,SE,1,2
A-66 - Saída 808,Cruzamento da A-66 com a SE-30,Carro,2.2,A-66,S,1,3
A-7 - Saída 103,A-7 - Saída 104,Carro,1.6,A-7,NO,1,1
A-7 - Saída 104,A-7 - Saída 105,Carro,0.8,A-7,NO,2,1
A-7 - Saída 105,A-7 - Saída 106,Carro,0.6,A-7,NE,2,1
A-7 - Saída 106,A-7 - Saída 107A,Carro,0.7,A-7,N,2,1
A-7 - Saída 107A,A-7 - Saída 107B,Carro,0.5,A-7,NE,2,1
A-7 - Saída 107B,A-7 - Saída 108A,Carro,0.6,A-7,NE,2,1
A-7 - Saída 108A,A-7 - Saída 108B,Carro,0.9,A-7,N,2,1
A-7 - Saída 108B,A-7 - Saída 108C,Carro,0.3,A-7,NO,2,1
A-7 - Saída 108C,A-7 - Saída 109,Carro,0.6,A-7,NO,2,1
A-7 - Saída 109,A-7 - Saída 110A,Carro,0.5,A-7,N,2,1
A-7 - Saída 110A,Cruzamento da A-381 com a A-7,Carro,0.6,A-7,N,2,1
A-7 - Saída 111,A-7 - Saída 112,Carro,0.7,A-7,NE,2,1
A-7 - Saída 111,Cruzamento da A-381 com a A-7,Carro,1.2,A-7,SO,1,2
A-7 - Saída 112,A-7 - Saída 113A,Carro,0.6,A-7,NE,2,1
A-7 - Saída 113A,A-7 - Saída 113B,Carro,0.6,A-7,NE,2,1
A-7 - Saída 113B,A-7 - Saída 115,Carro,1.7,A-7,NE,2,1
A-7 - Saída 115,A-7 - Saída 116,Carro,0.7,A-7,NE,2,1
A-7 - Saída 116,A-7 - Saída 117,Carro,1.3,A-7,NE,2,1
A-7 - Saída 117,Cruzamento da A-7 com a CA-34,Carro,1.4,A-7,E,2,1
A-7 - Saída 119,Cruzamento da A-383 com a A-7,Carro,4.3,A-7,NE,2,1
A-7 - Saída 119,Cruzamento da A-7 com a CA-34,Carro,1.1,A-7,SO,1,2
A-7 - Saída 127,A-7 - Saída 130,Carro,3.5,A-7,NE,2,1
A-7 - Saída 127,Cruzamento da A-383 com a A-7,Carro,3.2,A-7,SO,1,2
A-7 - Saída 130,A-7 - Saída 132,Carro,1.6,A-7,NE,2,1
A-7 - Saída 132,Cruzamento I da A-7 com a AP-7,Carro,1.2,A-7,NE,2,1
A-7/AP-7 - Saída 155,Cruzamento II da A-7 com a AP-7,Carro,1.1,A-7/AP-7,O,1,2
A-7/AP-7 - Saída 155,Cruzamento III da A-7 com a AP-7,Carro,2.4,A-7/AP-7,NE,2,1
A-7 - Saída 158,A-7 - Saída 160,Carro,1.9,A-7,NE,2,1
A-7 - Saída 158,Cruzamento III da A-7 com a AP-7,Carro,1.4,A-7,NO,1,3
A-7 - Saída 160,A-7 - Saída 163,Carro,2.6,A-7,NE,2,1
A-7 - Saída 163,A-7 - Saída 165,Carro,3.2,A-7,NE,2,1
A-7 - Saída 165,A-7 - Saída 168,Carro,3.3,A-7,NE,2,1
A-7 - Saída 168,A-7 - Saída 170,Carro,1.3,A-7,NE,2,1
A-7 - Saída 170,A-7 - Saída 172,Carro,1.9,A-7,NE,2,1
A-7 - Saída 172,A-7 - Saída 174,Carro,2.2,A-7,NE,2,1
A-7 - Saída 174,A-7 - Saída 175,Carro,1.1,A-7,NE,2,1
A-7 - Saída 175,A-7 - Saída 176,Carro,1.5,A-7,N,2,1
A-7 - Saída 176,Cruzamento IV da A-7 com a AP-7,Carro,1.9,A-7,NE,2,3
A-7/AP-7 - Saída 182,A-7/AP-7 - Saída 184,Carro,2.3,A-7/AP-7,NE,2,1
A-7/AP-7 - Saída 182,Cruzamento IV da A-7 com a AP-7,Carro,1.4,A-7/AP-7,O,1,2
A-7/AP-7 - Saída 184,A-7/AP-7 - Saída 185,Carro,1.0,A-7/AP-7,NE,2,1
A-7/AP-7 - Saída 185,Cruzamento V da A-7 com a AP-7,Carro,1.3,A-7/AP-7,E,2,1
A-7/AP-7 - Saída 217,A-7/AP-7 - Saída 222,Carro,5.6,A-7/AP-7,NE,2,1
A-7/AP-7 - Saída 217,Cruzamento VI da A-7 com a AP-7,Carro,3.3,A-7/AP-7,SO,1,2
A-7/AP-7 - Saída 222,Área de Serviço de Arroyo de la Miel,Carro,1.5,A-7/AP-7,NE,2,1
A-7 - Saída 226,A-7 - Saída 230,Carro,4.3,A-7 - Ronda Oeste de Málaga,NO,2,1
A-7 - Saída 226,AP-7 - Saída 226,Carro,0.8,,SE,3,3
A-7 - Saída 226,Cruzamento VII da A-7 com a AP-7,Carro,2.5,A-7 - Ronda Oeste de Málaga,S,1,2
A-7 - Saída 230,Cruzamento da A-357 com a A-7,Carro,4.3,A-7 - Ronda Oeste de Málaga,NE,2,1
A-7 - Saída 235-237,Cruzamento da A-357 com a A-7,Carro,4.9,A-7 - Ronda Oeste de Málaga,SO,1,2
A-7 - Saída 235-237,Cruzamento da A-7 com a AP-46,Carro,1.0,A-7 - Ronda Oeste de Málaga,NE,2,1
A-7 - Saída 242,A-7 - Saída 243,Carro,1.9,A-7,SE,2,1
A-7 - Saída 242,Cruzamento da A-45 com a A-7,Carro,1.0,A-7,NO,1,2
A-7 - Saída 243,A-7 - Saída 244,Carro,0.9,A-7,SE,2,1
A-7 - Saída 244,A-7 - Saída 245,Carro,2.1,A-7,SE,2,1
A-7 - Saída 245,A-7 - Saída 246,Carro,1.4,A-7,SE,2,1
A-7 - Saída 246,Cruzamento Oeste da A-7 com a MA-24,Carro,1.0,A-7,NE,2,1
A-7 - Saída 254,Cruzamento Este da A-7 com a MA-24,Carro,2.6,A-7,O,1,2
A-8009 - Saída 2,A-8009 - Saída 4,Carro,1.5,A-8009,N,2,1
A-8009 - Saída 2,Cruzamento da A-8009 com a SE-20,Carro,2.0,A-8009,S,1,3
A-8009 - Saída 4,A-8009 - Saída 5,Carro,1.5,A-8009,N,2,1
A-8057 - Saída 0A,A-8058 - Saída 0,Carro,0.8,A-8057,NE,1,3
A-8057 - Saída 0A,A-8057 - Saída 2,Carro,1.3,A-8057,SO,2,1
A-8057 - Saída 2,Mairena del Aljarafe,Carro,1.3,A-8057,SO,2,1
A-8058 - Saída 0,SE-30 - Saída 15,Carro,1.1,A-8058,NE,1,3
A-8058 - Saída 0,San Juan de Aznalfarache,Carro,1.2,A-8058,S,2,1
A-92 - Andalucía Residencial,A-92 - Sevilha Este,Carro,0.7,A-92,E,2,1
A-92 - Andalucía Residencial,Cruzamento da A-92 com a SE-30,Carro,1.0,A-92,O,1,3
A-92 - Saída 5,A-92 - Torreblanca,Carro,2.1,A-92,NO,1,2
A-92 - Saída 5,Cruzamento da A-92 com a SE-40,Carro,2.5,A-92,SE,2,3
A-92 - Saída 7,A-92 - Saída 9,Carro,1.2,A-92,SE,2,1
A-92 - Saída 7,Cruzamento da A-92 com a SE-40,Carro,1.0,A-92,NO,1,4
A-92 - Saída 9,A-92 - Saída 12,Carro,2.9,A-92,SE,2,1
A-92 - Saída 12,A-92 - Saída 14,Carro,2.1,A-92,SE,2,1
A-92 - Saída 14,A-92 - Saída 15,Carro,1.0,A-92,E,2,1
A-92 - Saída 15,A-92 - Saída 23,Carro,7.8,A-92,SE,2,1
A-92 - Saída 23,A-92 - Saída 27,Carro,4.5,A-92,SE,2,1
A-92 - Saída 27,A-92 - Saída 37,Carro,10.0,A-92,SE,2,1
A-92 - Saída 27,Carmona,Carro,22.0,,N,3,5
A-92 - Saída 37,A-92 - Saída 38,Carro,0.8,A-92,E,2,1
A-92 - Saída 38,A-92 - Saída 40,Carro,1.4,A-92,SE,2,1
A-92 - Saída 38,Arahal,Carro,2.2,,E,3,1
A-92 - Saída 40,A-92 - Saída 41,Carro,1.5,A-92,NE,2,1
A-92 - Saída 40,Arahal,Carro,1.3,,N,3,4
A-92 - Saída 41,A-92 - Saída 43,Carro,0.9,A-92,NE,2,1
A-92 - Saída 41,Arahal,Carro,1.2,,NO,3,5
A-92 - Saída 43,A-92 - Saída 46,Carro,3.8,A-92,NE,2,1
A-92 - Saída 43,Arahal,Carro,1.5,,O,3,6
A-92 - Saída 46,A-92 - Saída 49,Carro,3.9,A-92,E,2,1
A-92 - Saída 46,Paradas,Carro,1.9,,N,3,3
A-92 - Saída 49,A-92 - Saída 63,Carro,12.7,A-92,SE,2,1
A-92 - Saída 49,Marchena,Carro,6.8,,NE,3,4
A-92 - Saída 63,A-92 - Saída 65,Carro,1.8,A-92,E,2,1
A-92 - Saída 63,Marchena,Carro,14.3,,NO,3,5
A-92 - Saída 63,La Puebla de Cazalla,Carro,1.3,,SE,4,1
A-92 - Saída 65,A-92 - Saída 80,Carro,15.8,A-92,E,2,1
A-92 - Saída 65,La Puebla de Cazalla,Carro,1.9,,SO,3,2
A-92 - Saída 80,A-92 - Saída 82,Carro,1.7,A-92,SE,2,1
A-92 - Saída 80,Osuna,Carro,2.7,,E,3,1
A-92 - Saída 82,A-92 - Saída 84,Carro,1.8,A-92,E,2,1
A-92 - Saída 82,Osuna,Carro,2.1,,NE,3,3
A-92 - Saída 84,A-92 - Saída 84A,Carro,0.5,A-92,NE,2,1
A-92 - Saída 84,Osuna,Carro,1.4,,NO,3,4
A-92 - Saída 84A,A-92 - Saída 85,Carro,0.7,A-92,NE,2,1
A-92 - Saída 84A,Osuna,Carro,1.7,,NO,3,5
A-92 - Saída 85,A-92 - Saída 92,Carro,6.7,A-92,NE,2,1
A-92 - Saída 85,Osuna,Carro,2.2,,O,3,6
A-92 - Saída 92,A-92 - Saída 95,Carro,2.8,A-92,NE,2,1
A-92 - Saída 95,A-92 - Saída 97,Carro,2.3,A-92,NE,2,1
A-92 - Saída 97,A-92 - Saída 103,Carro,6.0,A-92,NE,2,1
A-92 - Saída 97,Pedrera,Carro,8.3,,SE,3,1
A-92 - Saída 103,A-92 - Saída 105,Carro,2.5,A-92,NE,2,1
A-92 - Saída 103,Estepa,Carro,2.9,,E,3,1
A-92 - Saída 105,A-92 - Saída 106,Carro,1.0,A-92,E,2,1
A-92 - Saída 105,Estepa,Carro,2.0,,S,3,4
A-92 - Saída 106,A-92 - Saída 109,Carro,2.0,A-92,SE,2,1
A-92 - Saída 106,Estepa,Carro,2.2,,SO,3,5
A-92 - Saída 109,A-92 - Saída 112,Carro,3.5,A-92,SE,2,1
A-92 - Saída 109,Estepa,Carro,2.4,,NO,3,6
A-92 - Saída 112,A-92 - Saída 113,Carro,2.0,A-92,E,2,1
A-92 - Saída 113,A-92 - Saída 120,Carro,6.0,A-92,S,2,1
A-92 - Saída 120,A-92 - Saída 123,Carro,3.4,A-92,SO,2,1
A-92 - Saída 123,A-92 - Saída 125,Carro,2.0,A-92,SE,2,1
A-92 - Saída 125,A-92 - Saída 132,Carro,7.0,A-92,SE,2,1
A-92 - Saída 132,A-92 - Saída 138,Carro,5.7,A-92,SE,2,1
A-92 - Saída 138,A-92 - Saída 142,Carro,4.1,A-92,SE,2,1
A-92 - Saída 142,A-92 - Saída 146,Carro,4.2,A-92,SE,2,1
A-92 - Saída 146,A-92 - Saída 149,Carro,3.0,A-92,E,2,1
A-92 - Saída 149,Cruzamento da A-45 com a A-92,Carro,3.2,A-92,E,2,1
A-92 - Saída 160,A-92 - Saída 163,Carro,3.6,A-92,NE,2,1
A-92 - Saída 160,Cruzamento da A-45 com a A-92,Carro,7.5,A-92,SO,1,2
A-92 - Saída 163,A-92 - Saída 167,Carro,3.1,A-92,NE,2,1
A-92 - Saída 167,A-92 - Saída 175,Carro,8.5,A-92,NE,2,1
A-92 - Saída 175,Cruzamento da A-92 com a A-92M,Carro,1.5,A-92,E,2,1
A-92 - Saída 178,A-92 - Saída 180,Carro,2.5,A-92,NE,2,1
A-92 - Saída 178,Cruzamento da A-92 com a A-92M,Carro,1.5,A-92,SO,1,2
A-92 - Saída 180,A-92 - Saída 183,Carro,2.5,A-92,NE,2,1
A-92 - Saída 183,A-92 - Saída 185,Carro,2.1,A-92,NE,2,1
A-92 - Saída 185,A-92 - Saída 187,Carro,2.0,A-92,NE,2,1
A-92 - Saída 187,A-92 - Saída 188,Carro,0.8,A-92,NE,2,1
A-92 - Saída 188,A-92 - Saída 193,Carro,5.4,A-92,E,2,1
A-92 - Saída 193,A-92 - Saída 197,Carro,3.4,A-92,NE,2,1
A-92 - Saída 197,A-92 - Saída 200,Carro,3.4,A-92,NE,2,1
A-92 - Saída 200,A-92 - Saída 203,Carro,3.0,A-92,NE,2,1
A-92 - Saída 203,A-92 - Saída 206,Carro,2.9,A-92,E,2,1
A-92 - Saída 206,A-92 - Saída 211,Carro,4.1,A-92,SE,2,1
A-92 - Saída 211,A-92 - Saída 213,Carro,2.3,A-92,E,2,1
A-92 - Saída 213,A-92 - Saída 215,Carro,2.5,A-92,E,2,1
A-92 - Saída 215,A-92 - Saída 218,Carro,3.4,A-92,NE,2,1
A-92 - Saída 218,A-92 - Saída 220,Carro,1.3,A-92,E,2,1
A-92 - Saída 220,A-92 - Saída 221,Carro,1.5,A-92,E,2,1
A-92 - Saída 221,A-92 - Saída 225,Carro,3.4,A-92,E,2,1
A-92 - Saída 225,A-92 - Saída 227,Carro,2.3,A-92,E,2,1
A-92 - Saída 227,A-92 - Saída 229,Carro,2.7,A-92,E,2,1
A-92 - Saída 229,Cruzamento da A-92 com a A-92G,Carro,1.0,A-92,E,2,1
A-92 - Saída 236,A-92 - Saída 237,Carro,1.6,A-92,NE,2,1
A-92 - Saída 236,Cruzamento da A-92 com a A-92G,Carro,4.7,A-92,SO,1,2
A-92 - Saída 237,A-92 - Saída 239,Carro,2.1,A-92,E,2,1
A-92 - Saída 239,Cruzamento da A-44 com a A-92,Carro,0.4,A-92,NE,2,1
A-92 - Saída 245,Cruzamento da A-92 com a GR-30,Carro,3.9,A-92,O,1,2
A-92 - Sevilha Este,A-92 - Torreblanca,Carro,0.8,A-92,E,2,1
A-92M - Saída 1,A-92M - Saída 7,Carro,6.5,A-92M,SO,2,1
A-92M - Saída 1,Cruzamento da A-92 com a A-92M,Carro,1.5,A-92M,NE,1,3
A-92M - Saída 7,A-92M - Saída 11,Carro,3.4,A-92M,SO,2,1
A-92M - Saída 11,A-92M - Saída 16,Carro,5.0,A-92M,SO,2,1
A-92M - Saída 16,A-92M - Saída 20,Carro,4.0,A-92M,S,2,1
A-92M - Saída 20,Cruzamento da A-45 com a A-92M,Carro,4.5,A-92M,SO,2,3
A13 - Saída 2,Cruzamento da A2 com a A6 e a A13,Carro,10.8,A13,S,1,4
A16 - Saída 2,A16 - Saída 3,Carro,1.2,A16,NE,2,1
A16 - Saída 2,Cruzamento da A16 com a A5,Carro,0.7,A16,S,1,3
A2 - Saída 1,Área de Serviço de Seixal,Carro,6.1,A2,SE,2,1
A2 - Saída 1,Eixo Norte-Sul - Alcântara,Carro,4.9,Ponte 25 de Abril,N,1,2
A2 - Saída 2,A2 - Saída 3,Carro,8.6,A2,SE,2,1
A2 - Saída 2,Área de Serviço de Seixal,Carro,3.0,A2,NO,1,2
A2 - Saída 3,Área de Serviço de Palmela,Carro,7.6,A2,E,2,1
A2 - Saída 4,Área de Serviço de Palmela,Carro,5.9,A2,O,1,2
A2 - Saída 4,Cruzamento da A12 com a A2,Carro,2.0,A2,SE,2,1
A2 - Saída 6,Águas de Moura,Carro,3.4,N10,SO,3,1
A2 - Saída 6,Cruzamento da A12 com a A2,Carro,17.2,A2,O,1,2
A2 - Saída 6,Cruzamento da A2 com a A6 e a A13,Carro,2.6,A2,E,2,1
A2 - Saída 8,A2 - Saída 9,Carro,22.6,A2,S,2,1
A2 - Saída 8,Águas de Moura,Carro,26.6,IC1,NO,4,2
A2 - Saída 8,Alcácer do Sal,Carro,5.4,IC1,S,3,2
A2 - Saída 8,Área de Serviço de Alcácer do Sal,Carro,13.1,A2,NO,1,2
A2 - Saída 9,Área de Serviço de Grândola,Carro,7.0,A2,SE,2,1
A2 - Saída 9,Cruzamento do IC1 com o IP8,Carro,4.7,IP8,SO,3,1
A2 - Saída 11,A2 - Saída 12,Carro,26.8,A2,SE,2,1
A2 - Saída 11,Aljustrel,Carro,7.9,,SE,3,2
A2 - Saída 11,Área de Serviço de Aljustrel,Carro,3.5,A2,N,1,2
A2 - Saída 11,Mimosa,Carro,15.6,,NO,4,3
A2 - Saída 12,Área de Serviço de Almodôvar,Carro,15.1,A2,S,2,1
A2 - Saída 12,IP2 - Saída 50,Carro,2.1,IP2,NE,3,2
A2 - Saída 12,Ourique,Carro,7.8,N123,SO,4,3
A2 - Saída 13,A2 - Saída 14,Carro,33.1,A2,SO,2,1
A2 - Saída 13,Almodôvar,Carro,12.2,,E,4,3
A2 - Saída 13,Área de Serviço de Almodôvar,Carro,1.7,A2,N,1,2
A2 - Saída 13,Santana da Serra,Carro,17.3,,O,3,2
A2 - Saída 14,Cruzamento da N124 com a N270,Carro,2.3,N124,SE,3,3
A2 - Saída 14,Cruzamento da A2 com a A22,Carro,12.1,A2,SE,2,3
A2 - Saída 14,IC1 - Cruzamento com a N124,Carro,1.7,N124,SO,4,1
A22 - Início,A22 - Saída 1,Carro,3.1,A22,SE,1,1
A22 - Início,Bensafrim,Carro,0.8,N120,SE,2,3
